,state,agi_stub,returns,agi,inc,wages,interest,dividends,business,capital_gains,s_corp,rent,year,total,top_01,top_05,top_10,top_50,agi_01,agi_05,agi_10,agi_50,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_50,total_sal_amt,sum_sal_01,sum_sal_05,sum_sal_10,sum_sal_50,total_int_amt,sum_int_01,sum_int_05,sum_int_10,sum_int_50,total_div_amt,sum_div_01,sum_div_05,sum_div_10,sum_div_50,total_businc_amt,sum_businc_01,sum_businc_05,sum_businc_10,sum_businc_50,total_cpgain_amt,sum_cpgain_01,sum_cpgain_05,sum_cpgain_10,sum_cpgain_50,total_scorp_amt,sum_scorp_01,sum_scorp_05,sum_scorp_10,sum_scorp_50,agi_stub_cat
3468,WI,3,529030,9114485,9250698,6815956,69855,121840,461838,113292,19906,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$10,000 under $25,000"
3469,WI,4,695660,25437657,25786039,20495736,110479,221680,624824,270352,90721,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$25,000 under $50,000"
3470,WI,5,426220,26243487,26594292,19843110,120529,289894,590882,375170,150055,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$50,000 under $75,000"
3471,WI,6,292970,25409015,25706690,18852035,113977,314718,540610,457187,188616,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$75,000 under $100,000"
3472,WI,7,383980,50947964,51580718,38179934,254147,845710,1200975,1457521,1016795,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$100,000 under $200,000"
3473,WI,8,83480,23636937,24101768,15533869,195210,775025,855277,1664895,2196316,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$200,000 under $500,000"
3474,WI,9,12840,8630840,8833860,4747004,100360,386639,244449,995021,1751785,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$500,000 under $1,000,000"
3475,WI,10,5780,16216537,16595148,4211121,297130,951817,188337,4151227,5887048,,2017,2613791.0,26138.0,130690.0,261379.0,1306896.0,410830.0,178710.0,132658.0,45452.0,185948000000.0,28215038530.0,53841326863.0,73692520234.0,155870000000.0,128778000000.0,11022643508.0,28376248418.0,43198937647.0,105239000000.0,1285133688.0,431747973.0,624417513.0,728483712.0,1100301150.0,3918441345.0,1467632853.0,2229997303.0,2596233021.0,3593795940.0,4803964072.0,541512885.0,1449507971.0,1951973652.0,3729844783.0,9457779622.0,5443117676.0,7039775879.0,7682552376.0,9136258591.0,11271600991.0,8148130504.0,10039683437.0,10512810342.0,11191230732.0,"$1,000,000 or more"
3476,WY,0,271480,21036625,21338246,12309340,406639,1078766,489417,3318887,1419012,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,No AGI Stub
3477,WY,1,5160,-782053,-775775,47659,17123,21200,-62934,70965,-62926,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,Under $1
3478,WY,2,34900,178716,183688,150564,2907,7370,9028,4789,-7462,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$1 under $10,000"
3479,WY,3,49350,852618,866386,659662,6949,12030,46375,10683,-1912,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$10,000 under $25,000"
3480,WY,4,60830,2220212,2250919,1769707,11347,22732,65540,28965,6090,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$25,000 under $50,000"
3481,WY,5,40830,2523430,2556650,1926449,13599,27477,58564,42057,18915,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$50,000 under $75,000"
3482,WY,6,29890,2596489,2625576,1955042,12527,32821,52327,50257,30074,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$75,000 under $100,000"
3483,WY,7,40400,5345363,5416318,3875080,33550,93506,120543,183900,168794,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$100,000 under $200,000"
3484,WY,8,7910,2250513,2303062,1094303,30860,109797,101302,255280,340559,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$200,000 under $500,000"
3485,WY,9,1320,901310,922226,268995,28954,75584,30217,179045,220771,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$500,000 under $1,000,000"
3486,WY,10,890,4950027,4989196,561879,248823,676249,68455,2492946,706109,,2017,249553.0,2496.0,12478.0,24955.0,124777.0,458579.0,181233.0,136504.0,48170.0,21692660023.0,5985614122.0,8544166402.0,10478126556.0,18730918482.0,12156784579.0,881912741.0,2203027121.0,3561843994.0,9818405124.0,388759626.0,280856222.0,312078946.0,326554067.0,368730701.0,1054328283.0,760679136.0,873773328.0,912784478.0,1016453964.0,550613650.0,105641719.0,214642297.0,258845554.0,435183808.0,3239651294.0,2697189326.0,2952409767.0,3034616791.0,3200835975.0,1477593114.0,953144780.0,1296957355.0,1376971566.0,1481849853.0,"$1,000,000 or more"
3487,OA,0,785930,62039171,62583761,56939365,1376433,3928225,2186998,8051405,2811036,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,No AGI Stub
3488,OA,1,118930,-1580794,-1534381,4042193,128628,55695,111389,178757,-717553,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,Under $1
3489,OA,2,161720,552618,576726,4783718,47334,66634,252753,29897,13046,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$1 under $10,000"
3490,OA,3,120090,2107719,2142139,3058693,64432,124569,173843,82588,14154,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$10,000 under $25,000"
3491,OA,4,141120,5071287,5131181,5272413,86940,221335,216702,159196,22954,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$25,000 under $50,000"
3492,OA,5,76100,4674101,4723074,4361205,71188,201409,152245,170477,26708,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$50,000 under $75,000"
3493,OA,6,47390,4098853,4137844,3748881,58323,184909,127896,158712,24850,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$75,000 under $100,000"
3494,OA,7,70380,9678351,9758252,8568940,135473,465755,334715,519672,98358,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$100,000 under $200,000"
3495,OA,8,34050,10203822,10275149,8628447,144717,547249,387924,834601,252520,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$200,000 under $500,000"
3496,OA,9,9610,6606875,6650845,5070489,95685,374327,196491,658954,342276,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$500,000 under $1,000,000"
3497,OA,10,6550,20626339,20722932,9404386,543713,1686343,233040,5258551,2733723,,2017,656481.0,6565.0,32824.0,65648.0,328241.0,996873.0,280493.0,162298.0,32724.0,63462044116.0,20618229723.0,33318803024.0,40171114483.0,59249780018.0,52777050396.0,9405707508.0,19575243173.0,25523999476.0,43231249434.0,1243392248.0,543721591.0,725083433.0,824249112.0,1104619752.0,3850184156.0,1686132264.0,2388289764.0,2740397044.0,3593880800.0,2073221749.0,234364266.0,657345849.0,917968168.0,1573218089.0,7843482385.0,5256189699.0,6441762841.0,6917832579.0,7694549935.0,3520322828.0,2727948582.0,3246597924.0,3359491418.0,3485751234.0,"$1,000,000 or more"
3498,US,0,153455990,11628652019,11769733622,7890791770,127360352,318307981,357275310,924693300,684220825,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,No AGI Stub
3499,US,1,2066170,-202133468,-200044050,21744209,5385202,4681652,-11519265,16213216,-51854638,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,Under $1
3500,US,2,19090410,98606254,100922617,82518673,1369442,2148103,10450463,1050617,-854051,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$1 under $10,000"
3501,US,3,31010390,533537141,542112266,413159027,3272252,5243979,48560580,3990680,1036511,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$10,000 under $25,000"
3502,US,4,36512260,1326269176,1341851833,1098528811,5483201,10038564,40957991,9561207,6286294,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$25,000 under $50,000"
3503,US,5,21349080,1312496690,1327078165,1021377233,6272267,13456109,31397956,14363963,10194312,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$50,000 under $75,000"
3504,US,6,13827630,1198550688,1210545130,895670900,6365627,14957208,27390863,18120170,12779110,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$75,000 under $100,000"
3505,US,7,21091740,2871181661,2901744304,2112285001,17366927,49083213,73001143,74320593,59755421,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$100,000 under $200,000"
3506,US,8,6865430,1965543933,1994747041,1319135852,17794463,60885137,76733199,124019736,145718556,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$200,000 under $500,000"
3507,US,9,1101480,741790366,754943821,409808497,10344156,33420797,29374021,86678745,127589336,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$500,000 under $1,000,000"
