,state,year,agi_stub,income_type,amount
750,IN,2013,2,returns,539930
751,IN,2013,3,returns,693020
752,IN,2013,4,returns,728600
753,IN,2013,5,returns,417720
754,IN,2013,6,returns,268040
755,IN,2013,7,returns,294380
756,IN,2013,8,returns,59200
757,IN,2013,9,returns,9060
758,IN,2013,10,returns,3800
759,IA,2013,0,returns,1434620
760,IA,2013,1,returns,17560
761,IA,2013,2,returns,206150
762,IA,2013,3,returns,293690
763,IA,2013,4,returns,352770
764,IA,2013,5,returns,216890
765,IA,2013,6,returns,145980
766,IA,2013,7,returns,161520
767,IA,2013,8,returns,33430
768,IA,2013,9,returns,4880
769,IA,2013,10,returns,1760
770,KS,2013,0,returns,1325720
771,KS,2013,1,returns,17020
772,KS,2013,2,returns,211760
773,KS,2013,3,returns,281520
774,KS,2013,4,returns,317090
775,KS,2013,5,returns,186580
776,KS,2013,6,returns,122010
777,KS,2013,7,returns,147280
778,KS,2013,8,returns,34610
779,KS,2013,9,returns,5510
780,KS,2013,10,returns,2350
781,KY,2013,0,returns,1886170
782,KY,2013,1,returns,23700
783,KY,2013,2,returns,314860
784,KY,2013,3,returns,469960
785,KY,2013,4,returns,460330
786,KY,2013,5,returns,252270
787,KY,2013,6,returns,157630
788,KY,2013,7,returns,166480
789,KY,2013,8,returns,33970
790,KY,2013,9,returns,5050
791,KY,2013,10,returns,1920
792,LA,2013,0,returns,2004320
793,LA,2013,1,returns,24280
794,LA,2013,2,returns,304930
795,LA,2013,3,returns,542920
796,LA,2013,4,returns,467980
797,LA,2013,5,returns,248010
798,LA,2013,6,returns,155320
799,LA,2013,7,returns,202030
800,LA,2013,8,returns,47510
801,LA,2013,9,returns,7670
802,LA,2013,10,returns,3670
803,ME,2013,0,returns,635870
804,ME,2013,1,returns,8970
805,ME,2013,2,returns,101900
806,ME,2013,3,returns,145140
807,ME,2013,4,returns,158200
808,ME,2013,5,returns,91670
809,ME,2013,6,returns,56260
810,ME,2013,7,returns,58690
811,ME,2013,8,returns,12710
812,ME,2013,9,returns,1720
813,ME,2013,10,returns,620
814,MD,2013,0,returns,2941920
815,MD,2013,1,returns,31600
816,MD,2013,2,returns,440870
817,MD,2013,3,returns,550010
818,MD,2013,4,returns,642870
819,MD,2013,5,returns,406980
820,MD,2013,6,returns,277520
821,MD,2013,7,returns,443890
822,MD,2013,8,returns,126540
823,MD,2013,9,returns,15340
824,MD,2013,10,returns,6310
825,MA,2013,0,returns,3301030
826,MA,2013,1,returns,40320
827,MA,2013,2,returns,495540
828,MA,2013,3,returns,601220
829,MA,2013,4,returns,719940
830,MA,2013,5,returns,457550
831,MA,2013,6,returns,299690
832,MA,2013,7,returns,486220
833,MA,2013,8,returns,162300
834,MA,2013,9,returns,25730
835,MA,2013,10,returns,12530
836,MI,2013,0,returns,4656840
837,MI,2013,1,returns,64020
838,MI,2013,2,returns,860880
839,MI,2013,3,returns,1082940
840,MI,2013,4,returns,1019390
841,MI,2013,5,returns,612260
842,MI,2013,6,returns,400260
843,MI,2013,7,returns,489100
844,MI,2013,8,returns,105510
845,MI,2013,9,returns,15710
846,MI,2013,10,returns,6780
847,MN,2013,0,returns,2653420
848,MN,2013,1,returns,30580
849,MN,2013,2,returns,407010
850,MN,2013,3,returns,497590
851,MN,2013,4,returns,610130
852,MN,2013,5,returns,383610
853,MN,2013,6,returns,267500
854,MN,2013,7,returns,350350
855,MN,2013,8,returns,87690
856,MN,2013,9,returns,13390
857,MN,2013,10,returns,5580
858,MS,2013,0,returns,1245660
859,MS,2013,1,returns,16130
860,MS,2013,2,returns,195730
861,MS,2013,3,returns,379320
862,MS,2013,4,returns,303490
863,MS,2013,5,returns,145870
864,MS,2013,6,returns,86770
865,MS,2013,7,returns,94570
866,MS,2013,8,returns,19750
867,MS,2013,9,returns,2910
868,MS,2013,10,returns,1120
869,MO,2013,0,returns,2743080
870,MO,2013,1,returns,40170
871,MO,2013,2,returns,455160
872,MO,2013,3,returns,641430
873,MO,2013,4,returns,657600
874,MO,2013,5,returns,372860
875,MO,2013,6,returns,234680
876,MO,2013,7,returns,268350
877,MO,2013,8,returns,59280
878,MO,2013,9,returns,9440
879,MO,2013,10,returns,4140
880,MT,2013,0,returns,487640
881,MT,2013,1,returns,10030
882,MT,2013,2,returns,82770
883,MT,2013,3,returns,113600
884,MT,2013,4,returns,113590
885,MT,2013,5,returns,66830
886,MT,2013,6,returns,43140
887,MT,2013,7,returns,45610
888,MT,2013,8,returns,9990
889,MT,2013,9,returns,1520
890,MT,2013,10,returns,580
891,NE,2013,0,returns,880090
892,NE,2013,1,returns,12080
893,NE,2013,2,returns,133170
894,NE,2013,3,returns,185010
895,NE,2013,4,returns,216700
896,NE,2013,5,returns,125810
897,NE,2013,6,returns,84650
898,NE,2013,7,returns,96460
899,NE,2013,8,returns,21460
900,NE,2013,9,returns,3370
901,NE,2013,10,returns,1380
902,NV,2013,0,returns,1307650
903,NV,2013,1,returns,23470
904,NV,2013,2,returns,173910
905,NV,2013,3,returns,322920
906,NV,2013,4,returns,352600
907,NV,2013,5,returns,175090
908,NV,2013,6,returns,103680
909,NV,2013,7,returns,121240
910,NV,2013,8,returns,27130
911,NV,2013,9,returns,4700
912,NV,2013,10,returns,2910
913,NH,2013,0,returns,681760
914,NH,2013,1,returns,8820
915,NH,2013,2,returns,104070
916,NH,2013,3,returns,126040
917,NH,2013,4,returns,154290
918,NH,2013,5,returns,97210
919,NH,2013,6,returns,67380
920,NH,2013,7,returns,96410
921,NH,2013,8,returns,23580
922,NH,2013,9,returns,2780
923,NH,2013,10,returns,1190
924,NJ,2013,0,returns,4326880
925,NJ,2013,1,returns,57230
926,NJ,2013,2,returns,639770
927,NJ,2013,3,returns,845960
928,NJ,2013,4,returns,887850
929,NJ,2013,5,returns,571400
930,NJ,2013,6,returns,392060
931,NJ,2013,7,returns,657440
932,NJ,2013,8,returns,224110
933,NJ,2013,9,returns,35220
934,NJ,2013,10,returns,15840
935,NM,2013,0,returns,905730
936,NM,2013,1,returns,15470
937,NM,2013,2,returns,152220
938,NM,2013,3,returns,234080
939,NM,2013,4,returns,220490
940,NM,2013,5,returns,112830
941,NM,2013,6,returns,69090
942,NM,2013,7,returns,81550
943,NM,2013,8,returns,17100
944,NM,2013,9,returns,2050
945,NM,2013,10,returns,860
946,NY,2013,0,returns,9442850
947,NY,2013,1,returns,130310
948,NY,2013,2,returns,1566310
949,NY,2013,3,returns,2104630
950,NY,2013,4,returns,2067890
951,NY,2013,5,returns,1230680
952,NY,2013,6,returns,788730
953,NY,2013,7,returns,1109350
954,NY,2013,8,returns,338590
955,NY,2013,9,returns,64840
956,NY,2013,10,returns,41520
957,NC,2013,0,returns,4335840
958,NC,2013,1,returns,56100
959,NC,2013,2,returns,674060
960,NC,2013,3,returns,1085590
961,NC,2013,4,returns,1076300
962,NC,2013,5,returns,549840
963,NC,2013,6,returns,342100
964,NC,2013,7,returns,420980
965,NC,2013,8,returns,109000
966,NC,2013,9,returns,15850
967,NC,2013,10,returns,6030
968,ND,2013,0,returns,361850
969,ND,2013,1,returns,4240
970,ND,2013,2,returns,47110
971,ND,2013,3,returns,69720
972,ND,2013,4,returns,86720
973,ND,2013,5,returns,52240
974,ND,2013,6,returns,38910
975,ND,2013,7,returns,47610
976,ND,2013,8,returns,12070
977,ND,2013,9,returns,2170
978,ND,2013,10,returns,1060
979,OH,2013,0,returns,5536900
980,OH,2013,1,returns,59740
981,OH,2013,2,returns,881150
982,OH,2013,3,returns,1269380
983,OH,2013,4,returns,1397980
984,OH,2013,5,returns,786450
985,OH,2013,6,returns,479770
986,OH,2013,7,returns,519650
987,OH,2013,8,returns,116460
988,OH,2013,9,returns,18830
989,OH,2013,10,returns,7520
990,OK,2013,0,returns,1630700
991,OK,2013,1,returns,22450
992,OK,2013,2,returns,245680
993,OK,2013,3,returns,386890
994,OK,2013,4,returns,410750
995,OK,2013,5,returns,221800
996,OK,2013,6,returns,138190
997,OK,2013,7,returns,157460
998,OK,2013,8,returns,38030
999,OK,2013,9,returns,6300
1000,OK,2013,10,returns,3150
1001,OR,2013,0,returns,1793890
1002,OR,2013,1,returns,32010
1003,OR,2013,2,returns,261920
1004,OR,2013,3,returns,403250
1005,OR,2013,4,returns,425030
1006,OR,2013,5,returns,252090
1007,OR,2013,6,returns,163410
1008,OR,2013,7,returns,200270
1009,OR,2013,8,returns,47180
1010,OR,2013,9,returns,6300
1011,OR,2013,10,returns,2440
1012,PA,2013,0,returns,6153510
1013,PA,2013,1,returns,72520
1014,PA,2013,2,returns,1052610
1015,PA,2013,3,returns,1278500
1016,PA,2013,4,returns,1422360
1017,PA,2013,5,returns,856780
1018,PA,2013,6,returns,556980
1019,PA,2013,7,returns,697730
1020,PA,2013,8,returns,177820
1021,PA,2013,9,returns,26860
1022,PA,2013,10,returns,11350
1023,RI,2013,0,returns,517840
1024,RI,2013,1,returns,5970
1025,RI,2013,2,returns,83190
1026,RI,2013,3,returns,115830
1027,RI,2013,4,returns,118630
1028,RI,2013,5,returns,70060
1029,RI,2013,6,returns,45280
1030,RI,2013,7,returns,62190
1031,RI,2013,8,returns,13800
1032,RI,2013,9,returns,2050
1033,RI,2013,10,returns,850
1034,SC,2013,0,returns,2106060
1035,SC,2013,1,returns,27880
1036,SC,2013,2,returns,337860
1037,SC,2013,3,returns,552860
1038,SC,2013,4,returns,520240
1039,SC,2013,5,returns,260650
1040,SC,2013,6,returns,162380
1041,SC,2013,7,returns,192120
1042,SC,2013,8,returns,43240
1043,SC,2013,9,returns,6250
1044,SC,2013,10,returns,2570
1045,SD,2013,0,returns,412660
1046,SD,2013,1,returns,6950
1047,SD,2013,2,returns,68850
1048,SD,2013,3,returns,86370
1049,SD,2013,4,returns,102470
1050,SD,2013,5,returns,58820
1051,SD,2013,6,returns,38590
1052,SD,2013,7,returns,38720
1053,SD,2013,8,returns,9260
1054,SD,2013,9,returns,1850
1055,SD,2013,10,returns,780
1056,TN,2013,0,returns,2908080
1057,TN,2013,1,returns,39000
1058,TN,2013,2,returns,471340
1059,TN,2013,3,returns,756460
1060,TN,2013,4,returns,720000
1061,TN,2013,5,returns,372700
1062,TN,2013,6,returns,222010
1063,TN,2013,7,returns,249300
1064,TN,2013,8,returns,62670
1065,TN,2013,9,returns,10240
1066,TN,2013,10,returns,4380
1067,TX,2013,0,returns,11888890
1068,TX,2013,1,returns,155050
1069,TX,2013,2,returns,1820800
1070,TX,2013,3,returns,2952710
1071,TX,2013,4,returns,2833660
1072,TX,2013,5,returns,1469880
1073,TX,2013,6,returns,921020
1074,TX,2013,7,returns,1264070
1075,TX,2013,8,returns,377840
1076,TX,2013,9,returns,62000
1077,TX,2013,10,returns,31870
1078,UT,2013,0,returns,1196460
1079,UT,2013,1,returns,15740
1080,UT,2013,2,returns,177000
1081,UT,2013,3,returns,254670
1082,UT,2013,4,returns,286350
1083,UT,2013,5,returns,181660
1084,UT,2013,6,returns,116980
1085,UT,2013,7,returns,129920
1086,UT,2013,8,returns,27930
1087,UT,2013,9,returns,4200
1088,UT,2013,10,returns,2010
1089,VT,2013,0,returns,321480
1090,VT,2013,1,returns,5870
1091,VT,2013,2,returns,53470
1092,VT,2013,3,returns,66070
1093,VT,2013,4,returns,79830
1094,VT,2013,5,returns,44990
1095,VT,2013,6,returns,29170
1096,VT,2013,7,returns,33270
1097,VT,2013,8,returns,7440
1098,VT,2013,9,returns,970
1099,VT,2013,10,returns,400
1100,VA,2013,0,returns,3834990
1101,VA,2013,1,returns,42120
1102,VA,2013,2,returns,524860
1103,VA,2013,3,returns,775200
1104,VA,2013,4,returns,856860
1105,VA,2013,5,returns,519870
1106,VA,2013,6,returns,359930
1107,VA,2013,7,returns,557200
1108,VA,2013,8,returns,171700
1109,VA,2013,9,returns,19280
1110,VA,2013,10,returns,7970
1111,WA,2013,0,returns,3293100
1112,WA,2013,1,returns,48160
1113,WA,2013,2,returns,422750
1114,WA,2013,3,returns,645110
1115,WA,2013,4,returns,773350
1116,WA,2013,5,returns,478450
1117,WA,2013,6,returns,324550
1118,WA,2013,7,returns,458000
1119,WA,2013,8,returns,119650
1120,WA,2013,9,returns,16010
1121,WA,2013,10,returns,7080
1122,WV,2013,0,returns,784420
1123,WV,2013,1,returns,7710
1124,WV,2013,2,returns,134050
1125,WV,2013,3,returns,195660
1126,WV,2013,4,returns,182730
1127,WV,2013,5,returns,110330
1128,WV,2013,6,returns,70540
1129,WV,2013,7,returns,69260
1130,WV,2013,8,returns,11860
1131,WV,2013,9,returns,1730
1132,WV,2013,10,returns,550
1133,WI,2013,0,returns,2798380
1134,WI,2013,1,returns,36870
1135,WI,2013,2,returns,446060
1136,WI,2013,3,returns,587730
1137,WI,2013,4,returns,667040
1138,WI,2013,5,returns,409210
1139,WI,2013,6,returns,274230
1140,WI,2013,7,returns,302830
1141,WI,2013,8,returns,60570
1142,WI,2013,9,returns,9410
1143,WI,2013,10,returns,4420
1144,WY,2013,0,returns,283920
1145,WY,2013,1,returns,4780
1146,WY,2013,2,returns,43470
1147,WY,2013,3,returns,55190
1148,WY,2013,4,returns,61470
1149,WY,2013,5,returns,42360
1150,WY,2013,6,returns,31210
1151,WY,2013,7,returns,36600
1152,WY,2013,8,returns,6900
1153,WY,2013,9,returns,1140
1154,WY,2013,10,returns,800
1155,OA,2013,0,returns,695230
1156,OA,2013,1,returns,103520
1157,OA,2013,2,returns,129120
1158,OA,2013,3,returns,119620
1159,OA,2013,4,returns,128710
1160,OA,2013,5,returns,68490
1161,OA,2013,6,returns,41270
1162,OA,2013,7,returns,59140
1163,OA,2013,8,returns,30290
1164,OA,2013,9,returns,9080
1165,OA,2013,10,returns,6000
1166,US,2014,0,returns,"147,766,770"
1167,US,2014,1,returns,"2,119,200"
1168,US,2014,2,returns,"22,074,430"
1169,US,2014,3,returns,"33,241,090"
1170,US,2014,4,returns,"34,434,640"
1171,US,2014,5,returns,"19,599,270"
1172,US,2014,6,returns,"12,658,430"
1173,US,2014,7,returns,"17,404,670"
1174,US,2014,8,returns,"5,019,680"
1175,US,2014,9,returns,"805,270"
1176,US,2014,10,returns,"410,110"
1177,AL,2014,0,returns,"2,046,560"
1178,AL,2014,1,returns,"25,130"
1179,AL,2014,2,returns,"300,950"
1180,AL,2014,3,returns,"549,250"
1181,AL,2014,4,returns,"491,390"
1182,AL,2014,5,returns,"259,330"
1183,AL,2014,6,returns,"164,710"
1184,AL,2014,7,returns,"202,400"
1185,AL,2014,8,returns,"43,890"
1186,AL,2014,9,returns,"6,670"
1187,AL,2014,10,returns,"2,830"
1188,AK,2014,0,returns,"361,130"
1189,AK,2014,1,returns,"3,140"
1190,AK,2014,2,returns,"54,020"
1191,AK,2014,3,returns,"63,070"
1192,AK,2014,4,returns,"80,520"
1193,AK,2014,5,returns,"51,750"
1194,AK,2014,6,returns,"36,560"
1195,AK,2014,7,returns,"56,820"
1196,AK,2014,8,returns,"13,030"
1197,AK,2014,9,returns,"1,590"
1198,AK,2014,10,returns,630
1199,AZ,2014,0,returns,"2,845,710"
1200,AZ,2014,1,returns,"46,750"
1201,AZ,2014,2,returns,"379,730"
1202,AZ,2014,3,returns,"695,670"
1203,AZ,2014,4,returns,"715,690"
1204,AZ,2014,5,returns,"373,070"
1205,AZ,2014,6,returns,"236,170"
1206,AZ,2014,7,returns,"304,590"
1207,AZ,2014,8,returns,"77,850"
1208,AZ,2014,9,returns,"11,050"
1209,AZ,2014,10,returns,"5,140"
1210,AR,2014,0,returns,"1,223,140"
1211,AR,2014,1,returns,"16,420"
1212,AR,2014,2,returns,"190,580"
1213,AR,2014,3,returns,"321,850"
1214,AR,2014,4,returns,"301,580"
1215,AR,2014,5,returns,"158,690"
1216,AR,2014,6,returns,"95,270"
1217,AR,2014,7,returns,"107,770"
1218,AR,2014,8,returns,"25,550"
1219,AR,2014,9,returns,"3,830"
1220,AR,2014,10,returns,"1,610"
1221,CA,2014,0,returns,"17,411,400"
1222,CA,2014,1,returns,"295,160"
1223,CA,2014,2,returns,"2,350,300"
1224,CA,2014,3,returns,"3,987,120"
1225,CA,2014,4,returns,"3,965,790"
1226,CA,2014,5,returns,"2,206,740"
1227,CA,2014,6,returns,"1,411,400"
1228,CA,2014,7,returns,"2,213,740"
1229,CA,2014,8,returns,"788,910"
1230,CA,2014,9,returns,"126,400"
1231,CA,2014,10,returns,"65,850"
1232,CO,2014,0,returns,"2,553,250"
1233,CO,2014,1,returns,"38,580"
1234,CO,2014,2,returns,"329,700"
1235,CO,2014,3,returns,"504,610"
1236,CO,2014,4,returns,"605,290"
1237,CO,2014,5,returns,"360,400"
1238,CO,2014,6,returns,"237,880"
1239,CO,2014,7,returns,"350,380"
1240,CO,2014,8,returns,"104,090"
1241,CO,2014,9,returns,"15,130"
1242,CO,2014,10,returns,"7,190"
1243,CT,2014,0,returns,"1,749,470"
1244,CT,2014,1,returns,"21,370"
1245,CT,2014,2,returns,"251,460"
1246,CT,2014,3,returns,"316,110"
1247,CT,2014,4,returns,"363,210"
1248,CT,2014,5,returns,"238,770"
1249,CT,2014,6,returns,"165,950"
1250,CT,2014,7,returns,"271,190"
1251,CT,2014,8,returns,"92,570"
1252,CT,2014,9,returns,"17,900"
1253,CT,2014,10,returns,"10,940"
1254,DE,2014,0,returns,"443,820"
1255,DE,2014,1,returns,"4,740"
1256,DE,2014,2,returns,"61,700"
1257,DE,2014,3,returns,"94,070"
1258,DE,2014,4,returns,"105,050"
1259,DE,2014,5,returns,"62,240"
1260,DE,2014,6,returns,"41,400"
1261,DE,2014,7,returns,"58,540"
1262,DE,2014,8,returns,"13,510"
1263,DE,2014,9,returns,"1,810"
1264,DE,2014,10,returns,780
1265,DC,2014,0,returns,"336,950"
1266,DC,2014,1,returns,"4,120"
1267,DC,2014,2,returns,"36,640"
1268,DC,2014,3,returns,"60,550"
1269,DC,2014,4,returns,"79,630"
1270,DC,2014,5,returns,"52,910"
1271,DC,2014,6,returns,"31,480"
1272,DC,2014,7,returns,"45,560"
1273,DC,2014,8,returns,"20,770"
1274,DC,2014,9,returns,"3,430"
1275,DC,2014,10,returns,"1,860"
1276,FL,2014,0,returns,"9,398,920"
1277,FL,2014,1,returns,"176,970"
1278,FL,2014,2,returns,"1,450,300"
1279,FL,2014,3,returns,"2,501,620"
1280,FL,2014,4,returns,"2,258,130"
1281,FL,2014,5,returns,"1,122,290"
1282,FL,2014,6,returns,"675,810"
1283,FL,2014,7,returns,"873,610"
1284,FL,2014,8,returns,"260,580"
1285,FL,2014,9,returns,"49,660"
1286,FL,2014,10,returns,"29,970"
1287,GA,2014,0,returns,"4,378,120"
1288,GA,2014,1,returns,"63,170"
1289,GA,2014,2,returns,"670,190"
1290,GA,2014,3,returns,"1,141,970"
1291,GA,2014,4,returns,"1,024,750"
1292,GA,2014,5,returns,"537,690"
1293,GA,2014,6,returns,"330,170"
1294,GA,2014,7,returns,"451,570"
1295,GA,2014,8,returns,"129,380"
1296,GA,2014,9,returns,"20,060"
1297,GA,2014,10,returns,"9,170"
1298,HI,2014,0,returns,"681,840"
1299,HI,2014,1,returns,"12,090"
1300,HI,2014,2,returns,"93,700"
1301,HI,2014,3,returns,"136,210"
1302,HI,2014,4,returns,"175,530"
1303,HI,2014,5,returns,"98,040"
1304,HI,2014,6,returns,"62,840"
1305,HI,2014,7,returns,"82,710"
1306,HI,2014,8,returns,"17,750"
1307,HI,2014,9,returns,"2,110"
1308,HI,2014,10,returns,860
1309,ID,2014,0,returns,"701,990"
1310,ID,2014,1,returns,"13,170"
1311,ID,2014,2,returns,"104,720"
1312,ID,2014,3,returns,"162,690"
1313,ID,2014,4,returns,"174,770"
1314,ID,2014,5,returns,"100,530"
1315,ID,2014,6,returns,"61,880"
1316,ID,2014,7,returns,"66,200"
1317,ID,2014,8,returns,"14,680"
1318,ID,2014,9,returns,"2,350"
1319,ID,2014,10,returns,"1,000"
1320,IL,2014,0,returns,"6,131,110"
1321,IL,2014,1,returns,"72,910"
1322,IL,2014,2,returns,"929,600"
1323,IL,2014,3,returns,"1,307,890"
1324,IL,2014,4,returns,"1,361,440"
1325,IL,2014,5,returns,"830,630"
1326,IL,2014,6,returns,"555,370"
1327,IL,2014,7,returns,"790,340"
1328,IL,2014,8,returns,"227,600"
1329,IL,2014,9,returns,"37,020"
1330,IL,2014,10,returns,"18,310"
1331,IN,2014,0,returns,"3,078,750"
1332,IN,2014,1,returns,"34,730"
1333,IN,2014,2,returns,"530,950"
1334,IN,2014,3,returns,"684,290"
1335,IN,2014,4,returns,"736,250"
1336,IN,2014,5,returns,"423,480"
1337,IN,2014,6,returns,"275,820"
1338,IN,2014,7,returns,"314,060"
1339,IN,2014,8,returns,"64,780"
1340,IN,2014,9,returns,"9,990"
1341,IN,2014,10,returns,"4,420"
1342,IA,2014,0,returns,"1,445,570"
1343,IA,2014,1,returns,"17,860"
1344,IA,2014,2,returns,"199,060"
1345,IA,2014,3,returns,"286,810"
1346,IA,2014,4,returns,"355,600"
1347,IA,2014,5,returns,"219,260"
1348,IA,2014,6,returns,"149,510"
1349,IA,2014,7,returns,"174,130"
1350,IA,2014,8,returns,"35,920"
1351,IA,2014,9,returns,"5,300"
1352,IA,2014,10,returns,"2,120"
1353,KS,2014,0,returns,"1,336,440"
1354,KS,2014,1,returns,"16,420"
1355,KS,2014,2,returns,"205,850"
1356,KS,2014,3,returns,"277,280"
1357,KS,2014,4,returns,"320,710"
1358,KS,2014,5,returns,"188,610"
1359,KS,2014,6,returns,"124,320"
1360,KS,2014,7,returns,"156,270"
1361,KS,2014,8,returns,"38,120"
1362,KS,2014,9,returns,"6,110"
1363,KS,2014,10,returns,"2,760"
1364,KY,2014,0,returns,"1,891,820"
1365,KY,2014,1,returns,"23,630"
1366,KY,2014,2,returns,"308,430"
1367,KY,2014,3,returns,"458,490"
1368,KY,2014,4,returns,"462,880"
1369,KY,2014,5,returns,"254,400"
1370,KY,2014,6,returns,"160,920"
1371,KY,2014,7,returns,"177,710"
1372,KY,2014,8,returns,"37,540"
1373,KY,2014,9,returns,"5,630"
1374,KY,2014,10,returns,"2,200"
1375,LA,2014,0,returns,"2,007,830"
1376,LA,2014,1,returns,"23,550"
1377,LA,2014,2,returns,"293,380"
1378,LA,2014,3,returns,"533,580"
1379,LA,2014,4,returns,"468,710"
1380,LA,2014,5,returns,"251,250"
1381,LA,2014,6,returns,"157,750"
1382,LA,2014,7,returns,"214,620"
1383,LA,2014,8,returns,"52,590"
1384,LA,2014,9,returns,"8,350"
1385,LA,2014,10,returns,"4,040"
1386,ME,2014,0,returns,"638,280"
1387,ME,2014,1,returns,"8,800"
1388,ME,2014,2,returns,"98,030"
1389,ME,2014,3,returns,"142,780"
1390,ME,2014,4,returns,"159,520"
1391,ME,2014,5,returns,"92,060"
1392,ME,2014,6,returns,"57,010"
1393,ME,2014,7,returns,"63,250"
1394,ME,2014,8,returns,"14,200"
1395,ME,2014,9,returns,"1,910"
1396,ME,2014,10,returns,730
1397,MD,2014,0,returns,"2,935,560"
1398,MD,2014,1,returns,"30,770"
1399,MD,2014,2,returns,"416,550"
1400,MD,2014,3,returns,"542,450"
1401,MD,2014,4,returns,"637,940"
1402,MD,2014,5,returns,"406,840"
1403,MD,2014,6,returns,"279,830"
1404,MD,2014,7,returns,"459,690"
1405,MD,2014,8,returns,"137,380"
1406,MD,2014,9,returns,"16,710"
1407,MD,2014,10,returns,"7,410"
1408,MA,2014,0,returns,"3,343,720"
1409,MA,2014,1,returns,"38,190"
1410,MA,2014,2,returns,"488,620"
1411,MA,2014,3,returns,"591,540"
1412,MA,2014,4,returns,"724,360"
1413,MA,2014,5,returns,"463,160"
1414,MA,2014,6,returns,"305,430"
1415,MA,2014,7,returns,"509,420"
1416,MA,2014,8,returns,"178,540"
1417,MA,2014,9,returns,"29,300"
1418,MA,2014,10,returns,"15,160"
1419,MI,2014,0,returns,"4,685,320"
1420,MI,2014,1,returns,"63,150"
1421,MI,2014,2,returns,"838,200"
1422,MI,2014,3,returns,"1,068,080"
1423,MI,2014,4,returns,"1,024,430"
1424,MI,2014,5,returns,"618,550"
1425,MI,2014,6,returns,"407,980"
1426,MI,2014,7,returns,"520,840"
1427,MI,2014,8,returns,"118,180"
1428,MI,2014,9,returns,"17,830"
1429,MI,2014,10,returns,"8,090"
1430,MN,2014,0,returns,"2,687,780"
1431,MN,2014,1,returns,"29,520"
1432,MN,2014,2,returns,"396,370"
1433,MN,2014,3,returns,"491,850"
1434,MN,2014,4,returns,"617,690"
1435,MN,2014,5,returns,"387,980"
1436,MN,2014,6,returns,"272,750"
1437,MN,2014,7,returns,"373,630"
1438,MN,2014,8,returns,"96,650"
1439,MN,2014,9,returns,"14,920"
1440,MN,2014,10,returns,"6,410"
1441,MS,2014,0,returns,"1,243,420"
1442,MS,2014,1,returns,"16,010"
1443,MS,2014,2,returns,"190,220"
1444,MS,2014,3,returns,"372,130"
1445,MS,2014,4,returns,"304,770"
1446,MS,2014,5,returns,"146,730"
1447,MS,2014,6,returns,"87,860"
1448,MS,2014,7,returns,"99,690"
1449,MS,2014,8,returns,"21,560"
1450,MS,2014,9,returns,"3,170"
1451,MS,2014,10,returns,"1,290"
1452,MO,2014,0,returns,"2,767,370"
1453,MO,2014,1,returns,"39,090"
1454,MO,2014,2,returns,"451,580"
1455,MO,2014,3,returns,"629,800"
1456,MO,2014,4,returns,"661,870"
1457,MO,2014,5,returns,"378,260"
1458,MO,2014,6,returns,"241,260"
1459,MO,2014,7,returns,"284,840"
1460,MO,2014,8,returns,"65,860"
1461,MO,2014,9,returns,"10,230"
1462,MO,2014,10,returns,"4,590"
