,state,year,agi_stub,income_type,amount
32013,MN,2022,3,interest,"48,044"
32014,MN,2022,4,interest,"86,548"
32015,MN,2022,5,interest,"103,254"
32016,MN,2022,6,interest,"112,346"
32017,MN,2022,7,interest,"333,251"
32018,MN,2022,8,interest,"325,379"
32019,MN,2022,9,interest,"180,805"
32020,MN,2022,10,interest,"804,895"
32021,MS,2022,0,interest,"440,917"
32022,MS,2022,1,interest,"14,057"
32023,MS,2022,2,interest,"6,645"
32024,MS,2022,3,interest,"14,705"
32025,MS,2022,4,interest,"23,967"
32026,MS,2022,5,interest,"28,251"
32027,MS,2022,6,interest,"28,978"
32028,MS,2022,7,interest,"83,163"
32029,MS,2022,8,interest,"75,520"
32030,MS,2022,9,interest,"37,186"
32031,MS,2022,10,interest,"128,445"
32032,MO,2022,0,interest,"1,650,864"
32033,MO,2022,1,interest,"36,836"
32034,MO,2022,2,interest,"25,012"
32035,MO,2022,3,interest,"49,417"
32036,MO,2022,4,interest,"81,002"
32037,MO,2022,5,interest,"97,159"
32038,MO,2022,6,interest,"98,996"
32039,MO,2022,7,interest,"273,375"
32040,MO,2022,8,interest,"256,185"
32041,MO,2022,9,interest,"121,454"
32042,MO,2022,10,interest,"611,428"
32043,MT,2022,0,interest,"421,135"
32044,MT,2022,1,interest,"9,176"
32045,MT,2022,2,interest,"7,210"
32046,MT,2022,3,interest,"14,833"
32047,MT,2022,4,interest,"24,572"
32048,MT,2022,5,interest,"28,208"
32049,MT,2022,6,interest,"30,783"
32050,MT,2022,7,interest,"83,396"
32051,MT,2022,8,interest,"74,536"
32052,MT,2022,9,interest,"39,690"
32053,MT,2022,10,interest,"108,731"
32054,NE,2022,0,interest,"606,539"
32055,NE,2022,1,interest,"11,972"
32056,NE,2022,2,interest,"7,785"
32057,NE,2022,3,interest,"16,569"
32058,NE,2022,4,interest,"29,576"
32059,NE,2022,5,interest,"35,387"
32060,NE,2022,6,interest,"35,930"
32061,NE,2022,7,interest,"103,333"
32062,NE,2022,8,interest,"103,838"
32063,NE,2022,9,interest,"56,027"
32064,NE,2022,10,interest,"206,122"
32065,NV,2022,0,interest,"1,658,716"
32066,NV,2022,1,interest,"46,908"
32067,NV,2022,2,interest,"10,447"
32068,NV,2022,3,interest,"22,450"
32069,NV,2022,4,interest,"37,532"
32070,NV,2022,5,interest,"43,240"
32071,NV,2022,6,interest,"48,103"
32072,NV,2022,7,interest,"154,388"
32073,NV,2022,8,interest,"206,829"
32074,NV,2022,9,interest,"147,208"
32075,NV,2022,10,interest,"941,611"
32076,NH,2022,0,interest,"565,368"
32077,NH,2022,1,interest,"10,246"
32078,NH,2022,2,interest,"5,492"
32079,NH,2022,3,interest,"10,991"
32080,NH,2022,4,interest,"20,416"
32081,NH,2022,5,interest,"27,063"
32082,NH,2022,6,interest,"28,111"
32083,NH,2022,7,interest,"92,584"
32084,NH,2022,8,interest,"103,521"
32085,NH,2022,9,interest,"57,369"
32086,NH,2022,10,interest,"209,575"
32087,NJ,2022,0,interest,"4,311,416"
32088,NJ,2022,1,interest,"96,489"
32089,NJ,2022,2,interest,"33,745"
32090,NJ,2022,3,interest,"69,479"
32091,NJ,2022,4,interest,"123,166"
32092,NJ,2022,5,interest,"151,724"
32093,NJ,2022,6,interest,"172,561"
32094,NJ,2022,7,interest,"597,450"
32095,NJ,2022,8,interest,"728,504"
32096,NJ,2022,9,interest,"419,159"
32097,NJ,2022,10,interest,"1,919,139"
32098,NM,2022,0,interest,"443,094"
32099,NM,2022,1,interest,"10,830"
32100,NM,2022,2,interest,"9,367"
32101,NM,2022,3,interest,"18,113"
32102,NM,2022,4,interest,"28,830"
32103,NM,2022,5,interest,"32,740"
32104,NM,2022,6,interest,"32,405"
32105,NM,2022,7,interest,"98,663"
32106,NM,2022,8,interest,"90,285"
32107,NM,2022,9,interest,"39,636"
32108,NM,2022,10,interest,"82,225"
32109,NY,2022,0,interest,"14,779,228"
32110,NY,2022,1,interest,"584,094"
32111,NY,2022,2,interest,"78,371"
32112,NY,2022,3,interest,"155,022"
32113,NY,2022,4,interest,"259,334"
32114,NY,2022,5,interest,"315,648"
32115,NY,2022,6,interest,"352,420"
32116,NY,2022,7,interest,"1,147,507"
32117,NY,2022,8,interest,"1,429,768"
32118,NY,2022,9,interest,"982,172"
32119,NY,2022,10,interest,"9,474,892"
32120,NC,2022,0,interest,"2,450,345"
32121,NC,2022,1,interest,"59,952"
32122,NC,2022,2,interest,"27,383"
32123,NC,2022,3,interest,"61,513"
32124,NC,2022,4,interest,"106,881"
32125,NC,2022,5,interest,"124,214"
32126,NC,2022,6,interest,"137,059"
32127,NC,2022,7,interest,"428,188"
32128,NC,2022,8,interest,"471,886"
32129,NC,2022,9,interest,"246,130"
32130,NC,2022,10,interest,"787,139"
32131,ND,2022,0,interest,"290,545"
32132,ND,2022,1,interest,"10,768"
32133,ND,2022,2,interest,"2,576"
32134,ND,2022,3,interest,"6,764"
32135,ND,2022,4,interest,"12,283"
32136,ND,2022,5,interest,"15,386"
32137,ND,2022,6,interest,"16,823"
32138,ND,2022,7,interest,"47,264"
32139,ND,2022,8,interest,"52,692"
32140,ND,2022,9,interest,"28,780"
32141,ND,2022,10,interest,"97,209"
32142,OH,2022,0,interest,"2,509,573"
32143,OH,2022,1,interest,"45,087"
32144,OH,2022,2,interest,"28,078"
32145,OH,2022,3,interest,"70,924"
32146,OH,2022,4,interest,"132,913"
32147,OH,2022,5,interest,"159,756"
32148,OH,2022,6,interest,"164,569"
32149,OH,2022,7,interest,"458,709"
32150,OH,2022,8,interest,"435,617"
32151,OH,2022,9,interest,"249,738"
32152,OH,2022,10,interest,"764,182"
32153,OK,2022,0,interest,"919,345"
32154,OK,2022,1,interest,"26,120"
32155,OK,2022,2,interest,"13,784"
32156,OK,2022,3,interest,"28,820"
32157,OK,2022,4,interest,"48,237"
32158,OK,2022,5,interest,"51,273"
32159,OK,2022,6,interest,"51,932"
32160,OK,2022,7,interest,"151,070"
32161,OK,2022,8,interest,"147,211"
32162,OK,2022,9,interest,"86,964"
32163,OK,2022,10,interest,"313,934"
32164,OR,2022,0,interest,"1,262,261"
32165,OR,2022,1,interest,"27,788"
32166,OR,2022,2,interest,"18,360"
32167,OR,2022,3,interest,"39,798"
32168,OR,2022,4,interest,"65,489"
32169,OR,2022,5,interest,"74,786"
32170,OR,2022,6,interest,"81,159"
32171,OR,2022,7,interest,"257,337"
32172,OR,2022,8,interest,"265,139"
32173,OR,2022,9,interest,"138,332"
32174,OR,2022,10,interest,"294,073"
32175,PA,2022,0,interest,"3,979,703"
32176,PA,2022,1,interest,"54,901"
32177,PA,2022,2,interest,"53,566"
32178,PA,2022,3,interest,"107,591"
32179,PA,2022,4,interest,"182,531"
32180,PA,2022,5,interest,"217,061"
32181,PA,2022,6,interest,"225,817"
32182,PA,2022,7,interest,"687,620"
32183,PA,2022,8,interest,"653,380"
32184,PA,2022,9,interest,"342,369"
32185,PA,2022,10,interest,"1,454,867"
32186,RI,2022,0,interest,"368,397"
32187,RI,2022,1,interest,"5,275"
32188,RI,2022,2,interest,"4,547"
32189,RI,2022,3,interest,"9,107"
32190,RI,2022,4,interest,"14,738"
32191,RI,2022,5,interest,"20,118"
32192,RI,2022,6,interest,"21,437"
32193,RI,2022,7,interest,"63,890"
32194,RI,2022,8,interest,"63,535"
32195,RI,2022,9,interest,"34,552"
32196,RI,2022,10,interest,"131,198"
32197,SC,2022,0,interest,"1,239,499"
32198,SC,2022,1,interest,"19,425"
32199,SC,2022,2,interest,"13,082"
32200,SC,2022,3,interest,"29,590"
32201,SC,2022,4,interest,"54,648"
32202,SC,2022,5,interest,"62,894"
32203,SC,2022,6,interest,"67,604"
32204,SC,2022,7,interest,"217,083"
32205,SC,2022,8,interest,"223,282"
32206,SC,2022,9,interest,"121,063"
32207,SC,2022,10,interest,"430,828"
32208,SD,2022,0,interest,"365,851"
32209,SD,2022,1,interest,"8,268"
32210,SD,2022,2,interest,"4,307"
32211,SD,2022,3,interest,"9,227"
32212,SD,2022,4,interest,"16,699"
32213,SD,2022,5,interest,"20,146"
32214,SD,2022,6,interest,"21,619"
32215,SD,2022,7,interest,"67,887"
32216,SD,2022,8,interest,"66,355"
32217,SD,2022,9,interest,"34,088"
32218,SD,2022,10,interest,"117,255"
32219,TN,2022,0,interest,"2,229,092"
32220,TN,2022,1,interest,"33,992"
32221,TN,2022,2,interest,"21,985"
32222,TN,2022,3,interest,"48,377"
32223,TN,2022,4,interest,"83,729"
32224,TN,2022,5,interest,"94,212"
32225,TN,2022,6,interest,"100,036"
32226,TN,2022,7,interest,"288,387"
32227,TN,2022,8,interest,"316,852"
32228,TN,2022,9,interest,"183,207"
32229,TN,2022,10,interest,"1,058,315"
32230,TX,2022,0,interest,"11,011,829"
32231,TX,2022,1,interest,"481,731"
32232,TX,2022,2,interest,"81,411"
32233,TX,2022,3,interest,"170,980"
32234,TX,2022,4,interest,"286,371"
32235,TX,2022,5,interest,"326,057"
32236,TX,2022,6,interest,"344,943"
32237,TX,2022,7,interest,"1,164,609"
32238,TX,2022,8,interest,"1,549,083"
32239,TX,2022,9,interest,"1,017,327"
32240,TX,2022,10,interest,"5,589,317"
32241,UT,2022,0,interest,"1,211,931"
32242,UT,2022,1,interest,"30,103"
32243,UT,2022,2,interest,"11,474"
32244,UT,2022,3,interest,"22,209"
32245,UT,2022,4,interest,"43,738"
32246,UT,2022,5,interest,"51,564"
32247,UT,2022,6,interest,"51,719"
32248,UT,2022,7,interest,"179,296"
32249,UT,2022,8,interest,"210,510"
32250,UT,2022,9,interest,"134,232"
32251,UT,2022,10,interest,"477,086"
32252,VT,2022,0,interest,"202,723"
32253,VT,2022,1,interest,"2,658"
32254,VT,2022,2,interest,"3,582"
32255,VT,2022,3,interest,"7,112"
32256,VT,2022,4,interest,"12,032"
32257,VT,2022,5,interest,"13,840"
32258,VT,2022,6,interest,"13,722"
32259,VT,2022,7,interest,"41,058"
32260,VT,2022,8,interest,"41,295"
32261,VT,2022,9,interest,"18,323"
32262,VT,2022,10,interest,"49,101"
32263,VA,2022,0,interest,"2,724,004"
32264,VA,2022,1,interest,"45,829"
32265,VA,2022,2,interest,"23,581"
32266,VA,2022,3,interest,"52,237"
32267,VA,2022,4,interest,"93,331"
32268,VA,2022,5,interest,"120,448"
32269,VA,2022,6,interest,"135,854"
32270,VA,2022,7,interest,"492,731"
32271,VA,2022,8,interest,"564,295"
32272,VA,2022,9,interest,"255,079"
32273,VA,2022,10,interest,"940,619"
32274,WA,2022,0,interest,"3,264,926"
32275,WA,2022,1,interest,"60,036"
32276,WA,2022,2,interest,"29,345"
32277,WA,2022,3,interest,"64,452"
32278,WA,2022,4,interest,"104,862"
32279,WA,2022,5,interest,"128,434"
32280,WA,2022,6,interest,"143,879"
32281,WA,2022,7,interest,"476,087"
32282,WA,2022,8,interest,"580,817"
32283,WA,2022,9,interest,"337,984"
32284,WA,2022,10,interest,"1,339,030"
32285,WV,2022,0,interest,"241,959"
32286,WV,2022,1,interest,"4,186"
32287,WV,2022,2,interest,"5,545"
32288,WV,2022,3,interest,"12,629"
32289,WV,2022,4,interest,"19,233"
32290,WV,2022,5,interest,"20,764"
32291,WV,2022,6,interest,"20,620"
32292,WV,2022,7,interest,"53,692"
32293,WV,2022,8,interest,"44,074"
32294,WV,2022,9,interest,"18,831"
32295,WV,2022,10,interest,"42,385"
32296,WI,2022,0,interest,"1,862,805"
32297,WI,2022,1,interest,"27,541"
32298,WI,2022,2,interest,"24,345"
32299,WI,2022,3,interest,"55,455"
32300,WI,2022,4,interest,"95,271"
32301,WI,2022,5,interest,"109,933"
32302,WI,2022,6,interest,"113,989"
32303,WI,2022,7,interest,"319,139"
32304,WI,2022,8,interest,"291,415"
32305,WI,2022,9,interest,"151,381"
32306,WI,2022,10,interest,"674,336"
32307,WY,2022,0,interest,"644,652"
32308,WY,2022,1,interest,"9,450"
32309,WY,2022,2,interest,"2,803"
32310,WY,2022,3,interest,"6,201"
32311,WY,2022,4,interest,"12,928"
32312,WY,2022,5,interest,"12,518"
32313,WY,2022,6,interest,"13,568"
32314,WY,2022,7,interest,"40,627"
32315,WY,2022,8,interest,"43,439"
32316,WY,2022,9,interest,"36,320"
32317,WY,2022,10,interest,"466,798"
32318,OA,2022,0,interest,"2,012,368"
32319,OA,2022,1,interest,"68,215"
32320,OA,2022,2,interest,"45,051"
32321,OA,2022,3,interest,"59,169"
32322,OA,2022,4,interest,"86,036"
32323,OA,2022,5,interest,"69,933"
32324,OA,2022,6,interest,"60,437"
32325,OA,2022,7,interest,"164,060"
32326,OA,2022,8,interest,"199,631"
32327,OA,2022,9,interest,"130,611"
32328,OA,2022,10,interest,"1,129,225"
32329,PR,2022,0,interest,"168,033"
32330,PR,2022,1,interest,"12,988"
32331,PR,2022,2,interest,"1,823"
32332,PR,2022,3,interest,"4,270"
32333,PR,2022,4,interest,"6,866"
32334,PR,2022,5,interest,"5,719"
32335,PR,2022,6,interest,"5,061"
32336,PR,2022,7,interest,"17,014"
32337,PR,2022,8,interest,"30,088"
32338,PR,2022,9,interest,"17,611"
32339,PR,2022,10,interest,"66,593"
32340,US,2012,0,dividends,"256,489,955"
32341,US,2012,1,dividends,"4,450,089"
32342,US,2012,2,dividends,"2,931,189"
32343,US,2012,3,dividends,"7,980,132"
32344,US,2012,4,dividends,"12,201,578"
32345,US,2012,5,dividends,"13,702,117"
32346,US,2012,6,dividends,"13,341,650"
32347,US,2012,7,dividends,"34,201,531"
32348,US,2012,8,dividends,"34,954,893"
32349,US,2012,9,dividends,"20,840,364"
32350,US,2012,10,dividends,"111,886,411"
32351,AL,2012,0,dividends,"1,763,154"
32352,AL,2012,1,dividends,"43,098"
32353,AL,2012,2,dividends,"27,706"
32354,AL,2012,3,dividends,"70,789"
32355,AL,2012,4,dividends,"106,318"
32356,AL,2012,5,dividends,"127,691"
32357,AL,2012,6,dividends,"129,471"
32358,AL,2012,7,dividends,"313,107"
32359,AL,2012,8,dividends,"298,740"
32360,AL,2012,9,dividends,"187,287"
32361,AL,2012,10,dividends,"458,946"
32362,AK,2012,0,dividends,"447,686"
32363,AK,2012,1,dividends,"2,439"
32364,AK,2012,2,dividends,"9,995"
32365,AK,2012,3,dividends,"41,443"
32366,AK,2012,4,dividends,"47,375"
32367,AK,2012,5,dividends,"37,375"
32368,AK,2012,6,dividends,"30,854"
32369,AK,2012,7,dividends,"76,060"
32370,AK,2012,8,dividends,"63,945"
32371,AK,2012,9,dividends,"30,536"
32372,AK,2012,10,dividends,"107,664"
32373,AZ,2012,0,dividends,"3,772,468"
32374,AZ,2012,1,dividends,"85,706"
32375,AZ,2012,2,dividends,"59,201"
32376,AZ,2012,3,dividends,"153,802"
32377,AZ,2012,4,dividends,"236,700"
32378,AZ,2012,5,dividends,"276,468"
32379,AZ,2012,6,dividends,"262,041"
32380,AZ,2012,7,dividends,"640,212"
32381,AZ,2012,8,dividends,"561,631"
32382,AZ,2012,9,dividends,"291,052"
32383,AZ,2012,10,dividends,"1,205,655"
32384,AR,2012,0,dividends,"3,759,899"
32385,AR,2012,1,dividends,"17,909"
32386,AR,2012,2,dividends,"15,485"
32387,AR,2012,3,dividends,"45,395"
32388,AR,2012,4,dividends,"71,459"
32389,AR,2012,5,dividends,"77,840"
32390,AR,2012,6,dividends,"75,292"
32391,AR,2012,7,dividends,"179,667"
32392,AR,2012,8,dividends,"183,216"
32393,AR,2012,9,dividends,"106,868"
32394,AR,2012,10,dividends,"2,986,766"
32395,CA,2012,0,dividends,"32,823,301"
32396,CA,2012,1,dividends,"668,218"
32397,CA,2012,2,dividends,"326,624"
32398,CA,2012,3,dividends,"724,791"
32399,CA,2012,4,dividends,"1,239,166"
32400,CA,2012,5,dividends,"1,497,686"
32401,CA,2012,6,dividends,"1,503,374"
32402,CA,2012,7,dividends,"4,151,464"
32403,CA,2012,8,dividends,"4,535,146"
32404,CA,2012,9,dividends,"2,630,669"
32405,CA,2012,10,dividends,"15,546,163"
32406,CO,2012,0,dividends,"4,644,807"
32407,CO,2012,1,dividends,"179,210"
32408,CO,2012,2,dividends,"56,131"
32409,CO,2012,3,dividends,"125,915"
32410,CO,2012,4,dividends,"214,013"
32411,CO,2012,5,dividends,"259,352"
32412,CO,2012,6,dividends,"260,720"
32413,CO,2012,7,dividends,"696,841"
32414,CO,2012,8,dividends,"694,934"
32415,CO,2012,9,dividends,"397,270"
32416,CO,2012,10,dividends,"1,760,422"
32417,CT,2012,0,dividends,"5,445,935"
32418,CT,2012,1,dividends,"66,516"
32419,CT,2012,2,dividends,"53,306"
32420,CT,2012,3,dividends,"107,173"
32421,CT,2012,4,dividends,"176,325"
32422,CT,2012,5,dividends,"227,242"
32423,CT,2012,6,dividends,"237,507"
32424,CT,2012,7,dividends,"650,705"
32425,CT,2012,8,dividends,"724,773"
32426,CT,2012,9,dividends,"474,856"
32427,CT,2012,10,dividends,"2,727,532"
32428,DE,2012,0,dividends,"629,001"
32429,DE,2012,1,dividends,"8,906"
32430,DE,2012,2,dividends,"7,546"
32431,DE,2012,3,dividends,"21,310"
32432,DE,2012,4,dividends,"37,323"
32433,DE,2012,5,dividends,"45,503"
32434,DE,2012,6,dividends,"48,290"
32435,DE,2012,7,dividends,"118,653"
32436,DE,2012,8,dividends,"104,970"
32437,DE,2012,9,dividends,"56,889"
32438,DE,2012,10,dividends,"179,613"
32439,DC,2012,0,dividends,"917,390"
32440,DC,2012,1,dividends,"17,341"
32441,DC,2012,2,dividends,"5,438"
32442,DC,2012,3,dividends,"16,151"
32443,DC,2012,4,dividends,"22,909"
32444,DC,2012,5,dividends,"33,552"
32445,DC,2012,6,dividends,"34,766"
32446,DC,2012,7,dividends,"116,190"
32447,DC,2012,8,dividends,"160,211"
32448,DC,2012,9,dividends,"99,365"
32449,DC,2012,10,dividends,"411,466"
32450,FL,2012,0,dividends,"23,412,599"
32451,FL,2012,1,dividends,"524,757"
32452,FL,2012,2,dividends,"236,192"
32453,FL,2012,3,dividends,"1,068,214"
32454,FL,2012,4,dividends,"1,384,068"
32455,FL,2012,5,dividends,"1,220,472"
32456,FL,2012,6,dividends,"1,100,485"
32457,FL,2012,7,dividends,"2,802,871"
32458,FL,2012,8,dividends,"2,953,152"
32459,FL,2012,9,dividends,"1,877,585"
32460,FL,2012,10,dividends,"10,244,803"
32461,GA,2012,0,dividends,"5,405,921"
32462,GA,2012,1,dividends,"89,612"
32463,GA,2012,2,dividends,"63,451"
32464,GA,2012,3,dividends,"173,855"
32465,GA,2012,4,dividends,"266,486"
32466,GA,2012,5,dividends,"324,104"
32467,GA,2012,6,dividends,"322,689"
32468,GA,2012,7,dividends,"846,385"
32469,GA,2012,8,dividends,"845,130"
32470,GA,2012,9,dividends,"499,588"
32471,GA,2012,10,dividends,"1,974,621"
32472,HI,2012,0,dividends,"811,808"
32473,HI,2012,1,dividends,"14,649"
32474,HI,2012,2,dividends,"13,162"
32475,HI,2012,3,dividends,"27,948"
32476,HI,2012,4,dividends,"50,310"
32477,HI,2012,5,dividends,"65,875"
32478,HI,2012,6,dividends,"65,514"
32479,HI,2012,7,dividends,"153,973"
32480,HI,2012,8,dividends,"138,046"
32481,HI,2012,9,dividends,"68,363"
32482,HI,2012,10,dividends,"213,969"
32483,ID,2012,0,dividends,"791,087"
32484,ID,2012,1,dividends,"28,398"
32485,ID,2012,2,dividends,"14,522"
32486,ID,2012,3,dividends,"37,246"
32487,ID,2012,4,dividends,"53,441"
32488,ID,2012,5,dividends,"60,054"
32489,ID,2012,6,dividends,"55,364"
32490,ID,2012,7,dividends,"117,379"
32491,ID,2012,8,dividends,"101,232"
32492,ID,2012,9,dividends,"53,616"
32493,ID,2012,10,dividends,"269,834"
32494,IL,2012,0,dividends,"11,491,503"
32495,IL,2012,1,dividends,"198,383"
32496,IL,2012,2,dividends,"137,041"
32497,IL,2012,3,dividends,"298,779"
32498,IL,2012,4,dividends,"503,649"
32499,IL,2012,5,dividends,"621,547"
32500,IL,2012,6,dividends,"642,263"
32501,IL,2012,7,dividends,"1,666,295"
32502,IL,2012,8,dividends,"1,688,503"
32503,IL,2012,9,dividends,"1,076,090"
32504,IL,2012,10,dividends,"4,658,954"
32505,IN,2012,0,dividends,"2,750,925"
32506,IN,2012,1,dividends,"48,510"
32507,IN,2012,2,dividends,"55,219"
32508,IN,2012,3,dividends,"120,635"
32509,IN,2012,4,dividends,"199,940"
32510,IN,2012,5,dividends,"225,575"
32511,IN,2012,6,dividends,"213,630"
32512,IN,2012,7,dividends,"477,878"
32513,IN,2012,8,dividends,"426,857"
32514,IN,2012,9,dividends,"246,036"
32515,IN,2012,10,dividends,"736,645"
32516,IA,2012,0,dividends,"1,670,942"
32517,IA,2012,1,dividends,"14,492"
32518,IA,2012,2,dividends,"23,144"
32519,IA,2012,3,dividends,"71,022"
32520,IA,2012,4,dividends,"121,359"
32521,IA,2012,5,dividends,"139,777"
32522,IA,2012,6,dividends,"138,326"
32523,IA,2012,7,dividends,"304,819"
32524,IA,2012,8,dividends,"281,578"
32525,IA,2012,9,dividends,"153,776"
32526,IA,2012,10,dividends,"422,649"
32527,KS,2012,0,dividends,"2,375,311"
32528,KS,2012,1,dividends,"25,438"
32529,KS,2012,2,dividends,"24,814"
32530,KS,2012,3,dividends,"57,980"
32531,KS,2012,4,dividends,"99,619"
32532,KS,2012,5,dividends,"123,748"
32533,KS,2012,6,dividends,"121,357"
32534,KS,2012,7,dividends,"286,169"
32535,KS,2012,8,dividends,"276,142"
32536,KS,2012,9,dividends,"183,541"
32537,KS,2012,10,dividends,"1,176,504"
32538,KY,2012,0,dividends,"2,159,162"
32539,KY,2012,1,dividends,"28,666"
32540,KY,2012,2,dividends,"25,925"
32541,KY,2012,3,dividends,"70,333"
32542,KY,2012,4,dividends,"114,805"
32543,KY,2012,5,dividends,"134,999"
32544,KY,2012,6,dividends,"128,246"
32545,KY,2012,7,dividends,"313,649"
32546,KY,2012,8,dividends,"308,503"
32547,KY,2012,9,dividends,"173,800"
32548,KY,2012,10,dividends,"860,237"
32549,LA,2012,0,dividends,"2,670,932"
32550,LA,2012,1,dividends,"106,515"
32551,LA,2012,2,dividends,"26,688"
32552,LA,2012,3,dividends,"77,609"
32553,LA,2012,4,dividends,"120,610"
32554,LA,2012,5,dividends,"130,924"
32555,LA,2012,6,dividends,"119,436"
32556,LA,2012,7,dividends,"311,064"
32557,LA,2012,8,dividends,"353,078"
32558,LA,2012,9,dividends,"232,681"
32559,LA,2012,10,dividends,"1,192,326"
32560,ME,2012,0,dividends,"835,579"
32561,ME,2012,1,dividends,"10,958"
32562,ME,2012,2,dividends,"15,208"
32563,ME,2012,3,dividends,"39,335"
32564,ME,2012,4,dividends,"69,170"
32565,ME,2012,5,dividends,"77,377"
32566,ME,2012,6,dividends,"75,625"
32567,ME,2012,7,dividends,"173,603"
32568,ME,2012,8,dividends,"149,820"
32569,ME,2012,9,dividends,"81,255"
32570,ME,2012,10,dividends,"143,228"
32571,MD,2012,0,dividends,"4,387,026"
32572,MD,2012,1,dividends,"56,428"
32573,MD,2012,2,dividends,"48,878"
32574,MD,2012,3,dividends,"106,302"
32575,MD,2012,4,dividends,"186,501"
32576,MD,2012,5,dividends,"254,354"
32577,MD,2012,6,dividends,"274,235"
32578,MD,2012,7,dividends,"821,611"
32579,MD,2012,8,dividends,"804,817"
32580,MD,2012,9,dividends,"413,372"
32581,MD,2012,10,dividends,"1,420,529"
32582,MA,2012,0,dividends,"8,051,012"
32583,MA,2012,1,dividends,"90,805"
32584,MA,2012,2,dividends,"82,197"
32585,MA,2012,3,dividends,"180,590"
32586,MA,2012,4,dividends,"298,489"
32587,MA,2012,5,dividends,"374,198"
32588,MA,2012,6,dividends,"370,706"
32589,MA,2012,7,dividends,"1,062,401"
32590,MA,2012,8,dividends,"1,259,718"
32591,MA,2012,9,dividends,"761,840"
32592,MA,2012,10,dividends,"3,570,068"
32593,MI,2012,0,dividends,"6,275,195"
32594,MI,2012,1,dividends,"89,135"
32595,MI,2012,2,dividends,"99,853"
32596,MI,2012,3,dividends,"233,911"
32597,MI,2012,4,dividends,"374,813"
32598,MI,2012,5,dividends,"423,311"
32599,MI,2012,6,dividends,"407,363"
32600,MI,2012,7,dividends,"893,442"
32601,MI,2012,8,dividends,"808,112"
32602,MI,2012,9,dividends,"475,393"
32603,MI,2012,10,dividends,"2,469,863"
32604,MN,2012,0,dividends,"3,874,017"
32605,MN,2012,1,dividends,"42,665"
32606,MN,2012,2,dividends,"52,177"
32607,MN,2012,3,dividends,"123,741"
32608,MN,2012,4,dividends,"206,020"
32609,MN,2012,5,dividends,"238,972"
32610,MN,2012,6,dividends,"244,226"
32611,MN,2012,7,dividends,"595,360"
32612,MN,2012,8,dividends,"595,075"
32613,MN,2012,9,dividends,"340,594"
32614,MN,2012,10,dividends,"1,435,185"
32615,MS,2012,0,dividends,"862,144"
32616,MS,2012,1,dividends,"20,215"
32617,MS,2012,2,dividends,"12,241"
32618,MS,2012,3,dividends,"36,041"
32619,MS,2012,4,dividends,"53,588"
32620,MS,2012,5,dividends,"66,351"
32621,MS,2012,6,dividends,"57,553"
32622,MS,2012,7,dividends,"142,222"
32623,MS,2012,8,dividends,"134,890"
32624,MS,2012,9,dividends,"83,837"
32625,MS,2012,10,dividends,"255,205"
32626,MO,2012,0,dividends,"5,068,302"
32627,MO,2012,1,dividends,"47,576"
32628,MO,2012,2,dividends,"55,578"
32629,MO,2012,3,dividends,"139,281"
32630,MO,2012,4,dividends,"234,446"
32631,MO,2012,5,dividends,"269,447"
32632,MO,2012,6,dividends,"253,467"
32633,MO,2012,7,dividends,"572,505"
32634,MO,2012,8,dividends,"532,790"
32635,MO,2012,9,dividends,"312,052"
32636,MO,2012,10,dividends,"2,651,160"
32637,MT,2012,0,dividends,"710,547"
32638,MT,2012,1,dividends,"19,967"
32639,MT,2012,2,dividends,"22,629"
32640,MT,2012,3,dividends,"39,122"
32641,MT,2012,4,dividends,"52,554"
32642,MT,2012,5,dividends,"63,292"
32643,MT,2012,6,dividends,"54,503"
32644,MT,2012,7,dividends,"116,342"
32645,MT,2012,8,dividends,"97,391"
32646,MT,2012,9,dividends,"62,175"
32647,MT,2012,10,dividends,"182,573"
32648,NE,2012,0,dividends,"1,426,723"
32649,NE,2012,1,dividends,"14,999"
32650,NE,2012,2,dividends,"15,600"
32651,NE,2012,3,dividends,"39,704"
32652,NE,2012,4,dividends,"66,870"
32653,NE,2012,5,dividends,"76,688"
32654,NE,2012,6,dividends,"75,689"
32655,NE,2012,7,dividends,"178,733"
32656,NE,2012,8,dividends,"193,161"
32657,NE,2012,9,dividends,"126,142"
32658,NE,2012,10,dividends,"639,136"
32659,NV,2012,0,dividends,"3,543,554"
32660,NV,2012,1,dividends,"120,388"
32661,NV,2012,2,dividends,"20,869"
32662,NV,2012,3,dividends,"130,678"
32663,NV,2012,4,dividends,"138,879"
32664,NV,2012,5,dividends,"109,181"
32665,NV,2012,6,dividends,"94,093"
32666,NV,2012,7,dividends,"235,322"
32667,NV,2012,8,dividends,"250,750"
32668,NV,2012,9,dividends,"163,204"
32669,NV,2012,10,dividends,"2,280,189"
32670,NH,2012,0,dividends,"1,278,426"
32671,NH,2012,1,dividends,"14,366"
32672,NH,2012,2,dividends,"17,270"
32673,NH,2012,3,dividends,"85,578"
32674,NH,2012,4,dividends,"77,252"
32675,NH,2012,5,dividends,"85,983"
32676,NH,2012,6,dividends,"80,005"
32677,NH,2012,7,dividends,"223,623"
32678,NH,2012,8,dividends,"202,615"
32679,NH,2012,9,dividends,"105,320"
32680,NH,2012,10,dividends,"386,411"
32681,NJ,2012,0,dividends,"8,266,113"
32682,NJ,2012,1,dividends,"125,327"
32683,NJ,2012,2,dividends,"114,781"
